Version,3.0.0,,,,,,,,
translationID,lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
fralast,fra,last,LAST (Large-Scale Alignment and Search Tool),LAST (Large-Scale Alignment and Search Tool). Un mappeur spécifique aux lectures longues. Outil flexible pour aligner les lectures longues et sujettes aux erreurs. Idéal pour : la génomique comparative avec des lectures longues.,NA,3.0.0,3.0.0,added in V3.0.0,
fralastEdited,fra,lastEdited,Date de mise à jour,L'ensemble d'organisation pour les modèles.,NA,1.0.0,2.0.0,added in V2.0.0,
fralastName,fra,lastName,Nom de famille du contact,Indique le nom de famille d'un contact donné.,NA,2.0.0,2.0.0,added in V2.0.0,
fralastUpdated,fra,lastUpdated,Date de la dernière mise à jour,La version dans laquelle la partie a été mise à jour pour la dernière fois.,Toute modification de la liste des parties entraînera une mise à jour du champ lastUpdated à la version du dictionnaire où la mise à jour a eu lieu. ,2.0.0,2.0.0,added in V2.0.0,
fralatExp,fra,latExp,Colonne d'expression LaTeX,"Expression LaTeX utilisée pour générer des formules mathématiques, symboles, etc. Principalement pour les unités.",NA,2.0.0,2.0.0,added in V2.0.0,
fralatrine,fra,latrine,Latrine,"Toilettes ou latrines, en particulier celles communes dans un camp ou une caserne.",NA,2.2.3,2.2.3,added in v2.2.3,
fralb1V,fra,lb1V,Variante LB.1,"Le variant LB.1 du SARS-CoV-2, similaire aux autres variants FLiRT mais avec une mutation supplémentaire.",NA,3.0.0,3.0.0,added in V3.0.0,
fralBC,fra,lBC,Faible étendue de la couverture,Le pourcentage du génome couvert par les lectures (la largeur) est faible.,NA,2.0.0,2.0.0,added in V2.0.0,
fralcsd,fra,lcsd,Échantillon duplicate du contrôle de qualité,"Des quantités connues d'un analyte ou de composés représentatifs sont ajoutées à une deuxième matrice ""propre"" (eau de laboratoire ou sable propre) en laboratoire. Duplicate de LCS.",NA,2.0.0,2.0.0,added in V2.0; GitHub issue #94,
fralday,fra,lday,Litres par jour,"Unité de litres par jour, généralement utilisée pour mesurer le débit.",NA,3.0.0,3.0.0,added in V3.0.0,
fralDC,fra,lDC,Faible profondeur de couverture,"Couverture médiocre, spécifiquement un nombre insuffisant de lectures ou un trop grand nombre de lectures de séquençage ne sont pas cartographiées correctement.",NA,2.0.0,2.0.0,added in V2.0.0,
fraleaked,fra,leaked,Fui,"L'échantillon a fui, un certain volume et du matériel ont été perdus.",NA,2.0.0,2.0.0,added in V2.0.0,
fralegionella,fra,legionella,Légionelle,Légionelle,NA,2.2.0,2.2.0,added in V2.2.0,
fralegionellaGrp,fra,legionellaGrp,Groupe Legionella,Un groupe de mesures/méthodes relatives aux bactéries Legionella.,Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
fralentiGrp,fra,lentiGrp,Groupe Lentivirus,"Un ensemble de mesures/méthodes relatives aux lentivirus, y compris les vecteurs viraux tels que le vecteur du virus Puro.",Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
fraless10,fra,less10,<10 personnes,Moins de 10 personnes.,NA,3.0.0,3.0.0,added in V3.0.0,
fraless100,fra,less100,10 à 100 personnes,Entre 10 et 100 personnes.,NA,3.0.0,3.0.0,added in V3.0.0,
fraless100k,fra,less100k,10 000 à 100 000 personnes,Entre 10 000 et 100 000 personnes.,NA,3.0.0,3.0.0,added in V3.0.0,
fraless10k,fra,less10k,1 000 à 10 000 personnes,Entre 1 000 et 10 000 personnes.,NA,3.0.0,3.0.0,added in V3.0.0,
fraless1k,fra,less1k,100 à 1 000 personnes,Entre 100 et 1 000 personnes.,NA,3.0.0,3.0.0,added in V3.0.0,
fraless1mil,fra,less1mil,100 000 à 1 000 000 personnes,Entre 100 000 et 1 000 000 personnes.,NA,3.0.0,3.0.0,added in V3.0.0,
fralgpl21,fra,lgpl21,Licence publique générale amoindrie de GNU v2.1,La licence de la mesure ou de l'ensemble de données est gérée sous la licence du grand public amoindrie de GNU (GNU Lesser General Public License v2.1).,NA,2.2.0,2.2.0,added in V2.2.0,
fralgpl30,fra,lgpl30,Licence publique générale amoindrie de GNU v3.0,La licence de la mesure ou de l'ensemble de données est gérée sous la licence du grand public amoindrie de GNU (GNU Lesser General Public License v3.0).,NA,2.2.0,2.2.0,added in V2.2.0,
fralhour,fra,lhour,Litres par heure,litre par heure (L/h),NA,3.0.0,3.0.0,added in V3.0.0,
frali,fra,li,Lien,Lien vers une référence externe décrivant la géométrie du polygone.,NA,1.0.0,2.0.0,"Depreciated and collapsed into the generic part, partID =""refLink""",
fralibPrepInst,fra,libPrepInst,Instruments de préparation de bibliothèques,"Des instruments pour la préparation de banques de séquençage, par exemple des plateformes d'automatisation comme l'Illumina NeoPrep.",NA,3.0.0,3.0.0,added in V3.0.0,
fralibraryKit,fra,libraryKit,Kit de préparation de bibliothèque,Nom du kit de préparation de bibliothèque d'ADN/ARN utilisé pour générer la bibliothèque séquencée.,NA,3.0.0,3.0.0,added in V3.0.0,
fralibraryKitSet,fra,libraryKitSet,Ensemble de kits de préparation de bibliothèque,Ensemble valide de valeurs catégorielles pour les kits de préparation de bibliothèque de séquençage.,NA,3.0.0,3.0.0,added in V3.0.0,
fralicense,fra,license,Licence,La permis d'un ensemble de données.,NA,2.0.0,2.0.0,added in V2.0; github issue #205,
fralicSet,fra,licSet,Ensemble de licences de données,L'ensemble des valeurs catégorielles valides pour les champs de licence des mesures ou des ensembles de données.,NA,2.2.0,2.2.0,added in V2.2.0,
fraligaseDep,fra,ligaseDep,Kits de préparation de bibliothèque dépendants de la ligase,Kits de préparation de bibliothèque dépendants de la ligase par Lucigen/Epicentre. Un kit de préparation de bibliothèque adapté aux applications de lecture longue et utilisé avec les plateformes Illumina.,NA,3.0.0,3.0.0,added in V3.0.0,
fralineage,fra,lineage,Logiciel LINEAGE,"LINEAGE - Outil d'analyse de lignées bactériennes, souvent appliqué aux séquences génomiques en épidémiologie.",NA,3.0.0,3.0.0,added in V3.0.0,
fralinearAggrSet,fra,linearAggrSet,Ensemble d'agrégation à l'échelle linéaire,L'ensemble d'agrégations qui contient toutes les agrégations qui existent sur l'échelle linéaire (plutôt que logorithmique ou qualitative).,NA,2.0.0,2.0.0,added in V2.0.0,
fraliq,fra,liq,Fraction liquide,Fraction liquide.,NA,1.0.0,2.0.0,added in V2.0.0,
fraliquid,fra,liquid,Liquide/surnageant retenu,Le liquide ou surnageant est retenu après la séparation des solides/centrifugation.,NA,2.2.0,2.2.0,added in V2.2.0,
fraliquidMat,fra,liquidMat,Liquide,"Matière liquide, c'est-à-dire à l'état de matière ayant un volume défini mais sans forme fixe, s'adaptant à la forme de son récipient.",NA,3.0.0,3.0.0,added in V3.0.0,
fralisteria,fra,listeria,Listeria,Listeria,NA,2.2.0,2.2.0,added in V2.2.0,
fralisteriaGrp,fra,listeriaGrp,Groupe Listeria,Un groupe de mesures/méthodes relatives aux bactéries listeria.,Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
fralists,fra,lists,Feuille de calcul de la liste,Listes de pièces pour les listes déroulantes des modèles et autres documents.,Les feuilles ou onglets du dictionnaire Excel de l'ODM comprennent : toutes les tables ERD (tables de recherche et tables d'entrée de données) et les tables de soutien supplémentaires. ,2.0.0,2.0.0,added in V2.0.0,
fralistSet,fra,listSet,Ensemble de listes,"Les PartTypes qui contiennent des catégories, des ensembles ou des listes.",Utilisés pour générer de la documentation.,2.0.0,2.0.0,added in V2.0.0,
fralmin,fra,lmin,Litres par minute,litre par minute (L/min),NA,3.0.0,3.0.0,added in V3.0.0,
fralob,fra,lob,Limite du blanc (LOB),La concentration la plus élevée d'un analyte cible (ADN ou ARN) qui peut être attendue dans un échantillon témoin (un échantillon sans ADN/ARN cible) tout en considérant encore l'échantillon comme négatif. Définit la limite supérieure du « bruit » ou du signal de fond qui ne doit pas être confondu avec un vrai positif.,NA,3.0.0,3.0.0,added in V3.0.0,
fralocalHA,fra,localHA,Accès aux Autorités Sanitaires Locaux,"Si ""Non"", la donnée ne sera pas accessible par les autorités de santépublique locales. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.",NA,1.0.0,2.0.0,"depreciated, sharing moved to sharing schema",
fralockdown,fra,lockdown,Confinement,Des restrictions générales sur les déplacements et les activités dans une région pour contrôler la propagation des maladies.,NA,3.0.0,3.0.0,added in V3.0.0,
fralod,fra,lod,Limite de détection,LOD,"Limite de détection (LOD) pour cette méthode, si elle existe.",1.1.0,3.0.0,changed quality indicator set from general to measure.,
fralodSewa,fra,lodSewa,Limite de détection - eaux usées,Limite de détection pour les échantillons d'eaux usées.,NA,2.0.0,3.0.0,changed quality indicator set from general to measure.,
fralog10cpG,fra,log10cpG,log10 copies de gènes par g,Unité pour log10 copies par gramme,NA,2.2.0,2.2.0,added in V2.2.0,
fralog10cpL,fra,log10cpL,log10 copies de gènes par L,Unité de log10 copies par litre,NA,2.2.0,2.2.0,added in V2.2.0,
fralog10cpml,fra,log10cpml,log10 copies de gènes par ml,Unité de log10 copies par mililitre,NA,2.2.0,2.2.0,added in V2.2.0,
fralog10gc100mL,fra,log10gc100mL,Log10 copies de gènes par 100 millilitres,log10 copies de gènes par 100 millilitres (log10 GC/100 mL),NA,3.0.0,3.0.0,added in V3.0.0,
fralog10gcngDNA,fra,log10gcngDNA,Log10 copies de gènes par nanogramme d'ADN total,log10 copies de gènes par nanogramme d'ADN total,NA,3.0.0,3.0.0,added in V3.0.0,
fralog10ugG,fra,log10ugG,log10 microgrammes par g,Unité pour log10 microgrammes par gramme,NA,2.2.0,2.2.0,added in V2.2.0,
fralog10ugL,fra,log10ugL,log10 microgrammes par L,Unité pour log10 microgrammes par litre,NA,2.2.0,2.2.0,added in V2.2.0,
fralogAggrSet,fra,logAggrSet,Ensemble d'agrégation à l'échelle logarithmique,Ensemble d'agrégations qui contient toutes les agrégations qui existent sur l'échelle logarithmique (plutôt que linéaire ou qualitative).,NA,2.0.0,2.0.0,added in V2.0.0,
fralongSurv,fra,longSurv,Programme de surveillance longitudinal avec prélèvements répétés,Stratégie de surveillance dans laquelle un individu ou un site est sélectionné pour subir des prélèvements répétés pendant une période définie.,NA,3.0.0,3.0.0,added in V3.0.0,
fralookup,fra,lookup,Classe des tables de consultation,Spécifie une collection pour les tables de consultation.,NA,2.0.0,2.0.0,added in V2.0.0,
fraloq,fra,loq,Température des eaux usées,Température de l'eau usée.,NA,1.1.0,3.0.0,changed quality indicator set from general to measure.,
fralow,fra,low,Sévérité faible,Un marqueur pour une sévérité faible,NA,2.0.0,2.0.0,added in V2.0.0,
fralowCovMut,fra,lowCovMut,Faible couverture des mutations caractéristiques,Faible couverture des mutations caractéristiques.,NA,2.3.0,2.3.0,added in v 2.3.0,
fralowerCI95,fra,lowerCI95,Limite inférieure de l'intervalle de confiance de 95%,Spécifie la limite inférieure d'un intervalle de confiance à 95 %.,"Doit généralement être lié à une limite supérieure, à une indication de la dispersion des données (par exemple, l'écart type) et à une mesure moyenne/médiane.",2.0.0,2.0.0,added in V2.0.0,
fralowQualSeq,fra,lowQualSeq,Séquence de mauvaise qualité,Séquence de mauvaise qualité.,NA,2.3.0,2.3.0,added in v 2.3.0,
fralowSNRatio,fra,lowSNRatio,Faible rapport signal/bruit,Faible rapport signal/bruit.,NA,2.3.0,2.3.0,added in v 2.3.0,
fralowVol,fra,lowVol,Échantillon de faible volume,"L'échantillon est de faible volume, mais a été analysé malgré tout. ",NA,2.0.0,2.0.0,added in V2.0.0,
fralp81V,fra,lp81V,Variante LP.8.1,"Le variant LP.8.1 du SARS-CoV-2, un sous-variant Omicron de JN.1, et variant FLiRT.",NA,3.0.0,3.0.0,added in V3.0.0,
fralPGC,fra,lPGC,Faible pourcentage du génome capturé,Seul un faible pourcentage du génome a été capturé. ,NA,2.3.0,2.3.0,added in v 2.3.0,
fralppa24s,fra,lppa24s,Variante Omicron LPPA24S mutation,Variante Omicron LPPA24S mutation,NA,2.2.0,2.2.0,added in V2.2.0,
fralppl13c,fra,lppl13c,LaTeX Project Public License v1.3c,La licence de la mesure ou de l'ensemble de données est gérée par la LaTeX Project Public License v1.3c.,NA,2.2.0,2.2.0,added in V2.2.0,
fralrs,fra,lrs,Solution de Ringer lactate,Une solution tampon/un milieu parfois utilisé en combinaison avec d'autres conservateurs pour stabiliser les échantillons microbiens.,NA,3.0.0,3.0.0,added in V3.0.0,
fralsec,fra,lsec,Litres par seconde,litre par seconde (L/s),NA,3.0.0,3.0.0,added in V3.0.0,
fraltcf,fra,ltcf,Établissement de soins de longue durée,établissement de soins de longue durée.,NA,1.0.0,2.0.0,added in V2.0.0,
fraltcfAl,fra,ltcfAl,Établissement de soins de longue durée - vie assistée ou maison de retraite,Un établissement résidentiel qui fournit une assistance pour les soins quotidiens mais qui ne fournit généralement pas de soins infirmiers qualifiés. ,NA,2.0.0,2.0.0,added in V2.0.0,
fraltcfO,fra,ltcfO,Autres soins de longue durée,"Autres établissements résidentiels qui fournissent des soins quotidiens et/ou médicaux, mais qui ne sont pas définis comme des maisons de soins infirmiers/établissements de soins qualifiés ou des établissements de vie assistée. ",NA,2.0.0,2.0.0,added in V2.0.0,
fraltDpcr,fra,ltDpcr,RCP digitale de life technologies,Décrit une analyse de RCP effectuée à l'aide de la technologie de RCP numérique de Life Technologies.,NA,2.0.0,2.0.0,added in V2.0.0,
fraluminWWExtract,fra,luminWWExtract,kit d'extraction des eaux usées luminultra,kit d'extraction des eaux usées luminultra,NA,2.2.0,2.2.0,added in V2.2.0,
fralysi,fra,lysi,Tampon de lyse,Tampon de lyse.,NA,2.0.0,2.0.0,added in V2.0.0,
fram3D,fra,m3D,Mètres cubes par jour,Mètres cubes par jour.,NA,1.1.0,2.0.0,added in V2.0.0,
fram3H,fra,m3H,Mètres cubes par heure,Mètres cubes par heure.,NA,1.1.0,2.0.0,added in V2.0.0,
fram3min,fra,m3min,Mètres cubes par minute,mètre cube par minute (m^3/min),NA,3.0.0,3.0.0,added in V3.0.0,
fram3S,fra,m3S,Mètres cubes par seconde,Mètres cubes par seconde.,NA,1.0.0,2.0.0,added in V2.0.0,
framafft,fra,mafft,MAFFT,"Logiciel de séquençage qui effectue l'alignement de séquences multiples, couramment utilisé dans la génération de séquences consensuelles.",NA,3.0.0,3.0.0,added in V3.0.0,
framagBead,fra,magBead,Liaison par nanobilles magnétiques,"Utilisation de minuscules billes magnétisées pour capturer et isoler de manière sélective des molécules biologiques (par exemple, l'ADN, les protéines) dans un champ magnétique.",NA,3.0.0,3.0.0,added in V3.0.0,
framagInst,fra,magInst,Racks de séparation magnétique,Un instrument support de séparation magnétique ; peut être utilisé avec des billes magnétiques pour l'extraction d'acides nucléiques.,NA,3.0.0,3.0.0,added in V3.0.0,
framalariaGrp,fra,malariaGrp,Groupe Plasmodium ou Malaria,Un groupe de mesures/méthodes relatives aux parasites plasmodium ou à la malaria.,Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
framall,fra,mall,Centre commercial ,"Un grand complexe commercial avec de multiples magasins de détail, services et restaurants.",NA,3.0.0,3.0.0,added in V3.0.0,
framanComp,fra,manComp,Échantillon composite manuel,Indique un échantillon composite dont les sous-échantillons ont été collectés manuellement.,NA,2.2.0,2.2.0,added in V2.2.0,
framanufacturer,fra,manufacturer,Fabricant,Fabricant d'un instrument.,NA,2.0.0,2.0.0,added in V2.0.0,
framapSplice,fra,mapSplice,MapSplice,MapSplice. Un mappeur de lectures spécialisé. Conçu spécifiquement pour l'alignement épissé des lectures RNA-seq. Idéal pour : la transcriptomique axée sur la détection des jonctions d'épissage.,NA,3.0.0,3.0.0,added in V3.0.0,
framash,fra,mash,Logiciel mash,"Un outil logiciel d'analyse de lignées ou de clades pour la méthode d'analyse des lignées et des clades basée sur le regroupement, comparant de grands génomes.",NA,3.0.0,3.0.0,added in V3.0.0,
framaskMand,fra,maskMand,Port du masque obligatoire,Une exigence légale imposant aux individus de porter des masques dans des environnements spécifiés.,NA,3.0.0,3.0.0,added in V3.0.0,
